,date,headline,story
833," Feb 13, 2018 "," Zuckerberg's Start Small, Dream Big Indian Payments Bet ", internet idea. He won't let rivals maximize profits while he runs a utility. And if Jeff Bezos of Amazon.com Inc. also decides to add payments and financial services muscle to his growing clout in Indian... 
834," Feb 8, 2018 ", Kale to Go: Amazon to Roll Out Delivery At Whole Foods , happening: Amazon is bringing its speedy delivery to Whole Foods. The online retail giant plans to roll out two-hour delivery at the organic grocer this year to those who pay for Amazon's $99-a-year... 
835," Feb 8, 2018 ", Amazon and Liberty to Co-Produce Dystopian Show ," Amazon.com Inc. is partnering with cable billionaire John Malone’s Liberty Global Plc to co-produce a dystopian thriller, as the companies look to bolster their original content offerings globally... "
836," Feb 13, 2018 ", Walgreens-Amerisource Deal Would Be Playing It Too Safe ," brick-and-mortar business is a tall order, and adding AmerisourceBergen won't address that.Meanwhile, though Amazon.com Inc. is for now reportedly concentrating on a nebulous employee-focused partnership and hospital... "
837," Feb 12, 2018 ", Bitcoin Risks Crashing to $900 If Dot-Com Mania Is Any Guide ," growing supply, according to Bloomberg Intelligence commodity strategist Mike McGlone. Using Amazon.com Inc. and the Nasdaq Composite Index’s spectacular rise and retreat at the turn of the millennium... "
838," Feb 12, 2018 ", Five Things You Need to Know to Start Your Day ," growing supply, according to Bloomberg Intelligence commodity strategist Mike McGlone. Using Amazon.com Inc. and the Nasdaq Composite Index’s spectacular rise and retreat at the turn of the millennium... "
839," Feb 7, 2018 ", Will Amazon Disrupt Health Care? , change as Amazon moves into that space. Scott Lanman of Bloomberg News speaks with Bloomberg reporter Spencer Soper and economist Laura Rosner of MacroPolicy Perspectives about Amazon’s history of... 
840," Feb 13, 2018 ", Exxon Sues the Suers in Fierce Climate-Change Case ," attorney behind a $9.5 billion Ecuadorian judgment against the company over pollution in the Amazon.Some experts say Exxon’s strategy goes beyond mere litigation tactics.""People often try to use... "
841," Feb 7, 2018 ", Amazon's Second Headquarters Has A Few Naysayers ,"                                                                  Not everyone is happy about Amazon potentially building its second headquarters in their towns, reports @mrgopal #tictocnews... "
842," Feb 13, 2018 "," In the War for AI Talent, Sky-High Salaries Are the Weapons "," intelligence expert. One reason: No one can quite agree on how many there are.Google, Facebook, Apple, Amazon.com, Uber Technologies, and others dangle dazzling pay packages to lure top academics to work... "
843," Feb 12, 2018 ", Baggage-Systems Giant Challenges Market Expectations Again ," will have heard of Daifuku, whose gear is found in cutting-edge Intel Corp. plants and helps Amazon.com Inc. move stuff around its cavernous warehouses. The Osaka, Japan-based company also supplies... "
844," Feb 9, 2018 ", Britain's Amazon Obsession Pushes Retailers to Breaking Point , -- and where department-store owner Bon-Ton Stores Inc. has just become the latest victim of Amazon.com Inc.Here are four charts that tell the story of the U.K.’s retail crisis.The shift online... 
845," Feb 13, 2018 ", 28 Delicious Dishes Around the World for $5 or Less , Ave. SWThere are multiple locations of  the Hawaiian-styled Marination. The newest is near the Amazon campus; the best is in West Seattle with killer views of the city. Among the $3 tacos are tofu... 
846," Feb 12, 2018 ", Google’s Next Android Overhaul Will Embrace iPhone’s ‘Notch’ ," Android P, will emphasize Google’s Assistant, a digital helper that competes with Apple’s Siri and Amazon.com Inc.’s Alexa. Developers will be able to integrate Google’s voice-based technology inside... "
847," Feb 9, 2018 ", World's Richest Lose Billions in Market Selloff ,"                                             Some of the world's wealthiest people, including Amazon CEO Jeff Bezos and Berkshire Hathaway CEO Warren Buffett, have seen their net worth decrease... "
848," Feb 7, 2018 ", Trudeau to Meet With Amazon CEO Jeff Bezos in San Francisco , Canadian Prime Minister Justin Trudeau will meet with Amazon Chief Executive Officer Jeff Bezos on Thursday as part of a visit to San Francisco to meet tech company executives.According to an itinerary... 
849," Feb 9, 2018 "," Treasury ETFs See Big Inflows, Hot Money Is Spooked: Balchunas "," bottom. Lee Klaskow, Senior Transport, Logistics and Shipping Analyst for Bloomberg Intelligence, Amazon planning a delivery service to vy with Fedex and UPS. Ward McCarthy, Chief Financial Economist... "
850," Feb 8, 2018 ", Silicon Valley Has Developed a $300 Million Foot Fetish ," sites that focus on fresh and unique inventory. “Amazon is great for toilet paper and dog biscuits,” Lu says. “There’s no soul when you buy on Amazon. The next generation of shoppers really values... "
851," Feb 8, 2018 ", Walmart Adds Square Executive to Board in Sign of Tech Ambitions ," Walmart Inc., pushing to challenge Amazon.com Inc. in e-commerce, has added more technology savvy to its board.Sarah Friar, the finance chief at digital-payment company Square Inc., will become... "
852," Feb 6, 2018 ", A Backlash Is Mounting in Cities Bidding for Amazon’s HQ2 ," offer Amazon billions in tax breaks, these locals have no interest in paying the company to come to their towns.The contrarians say their communities are thriving as is, and that’s why Amazon is interested... "
853," Feb 11, 2018 ", Five Things You Need to Know to Start Your Day ," is what caught our eye over the last 24 hours.Singapore may start taxing online retailers like Amazon and Lazada.Chinese tourists are taking over the Earth,  one selfie at a time. Takata settles... "
854," Feb 7, 2018 "," Amazon Go Is Not Something to Fear, American Worker "," Nonetheless, for those worried about the future of American workers, Amazon Go is a matter of concern.Maybe too much. Although Amazon’s stores will eliminate some positions, they will create others. ... "
855," Feb 10, 2018 "," Tech Breakup, War in Korea "," a seat by the fire, and get ready for our longer-form weekend reads:The Case for Breaking Up Amazon, Apple, Facebook and Google (Esquire)Michael Lewis goes to Washington in search of Trump and... "
856," Feb 6, 2018 ", QVC’s Plan to Survive Amazon Might Actually Be Working ," Convenience believe their business can survive because it does something that Amazon can't: “You’re not going to be inspired by Amazon,” said George, a 56-year-old former McKinsey & Co. partner who buys... "
857," Feb 10, 2018 ", Foxconn Unit Planning $4 Billion Investment After IPO ," Precision Industry Co., the Taiwanese manufacturing giant responsible for making Apple iPhones and Amazon fire tablets, Foxconn Industrial is looking to fund eight new technology projects, the firm said... "
858," Feb 6, 2018 ", Ocado's Big Weapon Against Amazon Is More Jam Tomorrow ," more deals with grocers around the world, as the tiny U.K. firm tries to take on the might of Amazon.com Inc. by selling its technology and management expertise to supermarket chains. The average... "
859," Feb 9, 2018 "," Flipkart Wants to Save Money, Live Better "," to the point, having a giant like Walmart in its corner will go a long way toward fending off Amazon.com Inc., which itself has pledged to spend $5 billion in the world's second-most-populous country... "
860," Feb 9, 2018 ", U.K.’s E-Commerce Revolution ," Amazon.com Inc. is leading the U.K. into an online-shopping future, and that has the country’s traditional brick-and-mortar retailers fighting for their lives. Weak holiday sales prompted profit... "
861," Feb 9, 2018 ", How Alibaba’s Jack Ma Became Theresa May’s New Brexit Guru ," EU’s customs union.AmazonSpeaking on condition of anonymity, because the discussions aren’t public, two officials said May is now convinced that companies like Alibaba and Amazon might help Britain... "
862," Feb 8, 2018 ", Walmart Is Said in Talks to Spend Billions for Flipkart Stake , as global competitors have zeroed in on the country’s potential -- and market leader Flipkart. Amazon.com Inc. founder Jeff Bezos has vowed to spend $5 billion to gain ground in the country as e-commerce... 
863," Feb 9, 2018 ", Old Economy Pains Shackle Canada’s Trudeau in Silicon Valley ," hailed the benefits of immigrants to an industry thirsty for talent, had a private chat with Amazon.com Inc.’s Jeff Bezos, pitching Toronto for the retail giant’s second headquarters, and even... "
864," Feb 8, 2018 ", Market Tumble Wipes Out Almost $100 Billion From World's Richest ," drop by $5.3 billion to $113.2 billion, according to the Bloomberg Billionaires Index, as his Amazon.com Inc. tumbled 4.7 percent on the day. Berkshire Hathaway Inc. Chairman Warren Buffett ’s wealth... "
865," Feb 9, 2018 "," GrubHub, Uber Eats To Be Food Delivery Gatekeepers "," seems the delivery race is boiling down to a battle royale between GrubHub and Uber Eats, with Amazon.com Inc. lurking in the background as a potential spoiler. The online shopping giant has experimented... "
866," Feb 4, 2018 "," Amazon, Netflix, P&G Try to Make $5 Million Count at Super Bowl "," it was Amazon.com Inc. that made one of the biggest splashes, with an all-star cast that included Anthony Hopkins, TV chef Gordon Ramsay, rapper Cardi B, actress Rebel Wilson and Amazon Chief Executive... "
867," Feb 9, 2018 ", Five Things You Need to Know to Start Your Day , looting client accounts.China’s inflation  is easing a global markets fear price gains.Britain’s  Amazon obsession pushes retailers to breaking point.Peak child. ... 
868," Feb 8, 2018 ", UPS Extends Longest Losing Streak Since 2012 on E-Commerce Worry , residential deliveries tend to be less profitable than shipments to businesses.Another threat: Amazon.com Inc.The e-commerce giant is expanding a service to make more products available for quick... 
869," Feb 9, 2018 ", Why Did It Take an Activist So Long to Disrupt Tesco-Booker Deal ," standalone value looks robust and there's still the possibility that a different buyer, possibly even Amazon.com Inc., could emerge.So Wilson should be emboldened to seek more. There are several not-too-painful... "
870," Feb 9, 2018 ", The U.S. Is Running Out of Truckers ," freight demand -- everything from companies trying to ship their products to big box stores, to Amazon deliveries, to fast food restaurants awaiting shipments, to homebuilders receiving building materials... "
871," Feb 8, 2018 ", Trudeau Meets Bezos in San Francisco. Here's How Canada Is Doing on Tech ," drumming up new business.Trudeau, the first Canadian leader to visit the city in years, meets Amazon.com Inc. founder Jeff Bezos, no doubt hoping to bolster Toronto’s bid for the company’s second... "
872," Feb 8, 2018 ", CVS Earnings Make A Case For Pricey Aetna Deal ," -Aetna Inc. tie-up is in the shade after last week's announcement of a health partnership between Amazon.com Inc., Berkshire Hathaway Inc., and JPMorgan Chase & Co. (""ABC"" from now on). CVS's already... "
873," Feb 8, 2018 ", TD Ameritrade Is Now Making It Easier to Trade While Tweeting ," the week and it created a program to let customers get stock quotes and market updates through Amazon.com Inc.’s voice-activated Alexa platforms.Through the new Twitter service, clients can pull... "
874," Feb 8, 2018 ", Australia's Lowe Sees No ‘Strong Case' for Near-Term Rate Move ," discouraging spending and making it tough for households to pay down their debts, the RBA chief said.Amazon EffectLowe again referred to the restraining influence exerted by a globalized labor market on... "
875," Feb 8, 2018 ", Your Evening Briefing ," profitable shopping complex in the face of declining foot traffic, ballooning rents, and, of course, Amazon. If you need help (or retail therapy), maybe take some tips from the fanciest shopping center... "
876," Feb 8, 2018 ", Apple HomePod Trades Trendsetting for Financial Savvy ," consumer electronics. But it is not a reimagination of how people interact with computers -- Amazon already did that with its Alexa voice-controlled Echo devices. Yes, Apple has Siri, but that's... "
877," Feb 8, 2018 ", Virtual Lindsey Vonn Hits the Slopes in Discovery’s Olympics Push , subscriber numbers and ratings amid fierce competition in the U.S. from the likes of Netflix Inc. and Amazon.com Inc. Pessimism over cord-cutting helped drag shares of the owner of Animal Planet and TLC... 
878," Feb 4, 2018 ", What to Watch For as Australia's Earnings Season Kicks Off ," Percent Year-On-Year in 1H183. And The Verdict On Amazon Is?Retail stocks underperformed last year, weighed down by weak consumer sentiment and fears Amazon.com Inc. would crimp profit margins once it... "
879," Feb 2, 2018 ", Analysts React to Amazon's Blowout Earnings ," confidentAmazon continued to point to heavy investment in media, fulfillment build outs, AWS infrastructure & sales headcount, and devicesBelieves investors are broadly in favor of Amazon’s ongoing... "
880," Feb 7, 2018 ", Apax Goes a Bit Retro With Digital Retail Strategy ," wiped off the web by e-commerce giant Amazon.com Inc., which has expanded its apparel offerings with more than a dozen private labels.“The internet led by Amazon is hurting brick-and-mortar locations... "
881," Feb 7, 2018 ", Snapchat Looked Like a Real Company for a Whole Quarter ," smartphones and computers.Snapchat decided instead to rent those services from Google's and Amazon's cloud-computing operations. In the long run, it might be wise for Snapchat to focus on what... "
882," Feb 7, 2018 ", Deutsche Telekom and Zeiss Create Smart Glasses Startup ," is intended to start offering smart glasses to consumers as soon as this year.Apple Inc. and Amazon.com Inc. are both developing their own connected eyewear products, while Alphabet Inc.’s Google... "
883," Feb 7, 2018 ", Hedge Fund Veteran Says Crypto Could Mean Default-Free World ," blockchain, the world’s largest companies are relying less on bond sales than their predecessors. Amazon.com Inc.’s total debt to market capitalization is 6.3 percent, compared with 97 percent for century-old... "
884," Feb 7, 2018 "," Virtual Alien Jungle Raises Hopes for Malls, Hollywood Producers "," Westfield Century City mall, have sold out, according to the company. Dreamscape took up space near Amazon.com Inc.’s bookstore and a Tesla Inc. showroom.Artist’s impression of the ’Alien Zoo’ VR experience... "
885," Feb 2, 2018 ", Why UBS is Raising Its Amazon Price Target to $1600 ," Sheridan, equity research analyst at UBS, discusses fourth-quarter performance and outlook for Amazon.com Inc. He speaks with Bloomberg's Vonnie Quinn on ""Bloomberg Markets: European Close ""... "
886," Feb 6, 2018 "," Bloomberg Baystate Business: Markets, Markets, Markets "," real estate reporter Prashant Gopal joined us to talk about why some people are not rooting for Amazon HQ2 to come to their town.  Rob Seaver, CEO of Framingham-based Vivox joined us to talk about... "
887," Feb 2, 2018 ", Here’s Why Alexa Won’t Light Up During Amazon’s Super Bowl Ad ," times during the Super Bowl spot, but thankfully, the Amazon Echo in your living room isn’t going to perk up and try to respond. An Amazon spokeswoman is guarded about explaining exactly why, saying... "
888," Feb 8, 2018 ", Brokerage App Robinhood Thinks Bitcoin Belongs in Your Retirement Plan ," pretty disproportionate returns,” he says. “That’s driving inequality.”“They’re going to be the Amazon of financial services”The pitch may seem too simple, but it’s effective given where it comes... "
889," Feb 7, 2018 ", Germany's SPD Reclaims Finance Ministry in Merkel Coalition Deal ," spending to fight EU youth unemployment, and make Alphabet Inc, Apple Inc., Facebook Inc. and Amazon.com Inc. pay “fair” taxes in Europe.The SPD’s return to the finance ministry, which it last occupied... "
890," Feb 6, 2018 "," Get Ready for Most Cryptocurrencies to Hit Zero, Goldman Says "," high fliers survived after the late 1990s.“Are any of today’s cryptocurrencies going to be an Amazon or a Google, or will they end up like many of the now-defunct search engines? Just because we... "
891," Feb 8, 2018 ", The Crypto Candidate for Congress ," Forde says. “In addition to our fair share of unicorns—from Broadcom to Blizzard Entertainment—Amazon, Google, and others have offices here, too.”It’s Forde’s expertise in cryptocurrency that’s attracted... "
892," Feb 8, 2018 "," This Mall Is Only for the Rich, and It’s Doing Fine "," expected to account for 17 percent of all retail by 2022, up from 12.7 percent in 2017, with Amazon.com Inc. the main driver, according to Forrester Research. Valet attendants park shoppers’ cars... "
893," Feb 6, 2018 "," Reviewers Praise Apple HomePod Sound, Not Impressed With Siri "," pre-order customers and in stores on Friday, a late entrant in the smart speaker market led by Amazon.com Inc.’s Echo devices and Google’s Home gadgets.""The HomePod sounds noticeably richer and fuller... "
894," Feb 7, 2018 ", Hints of Normality That Could Vanish in a 'Flash' ," rev. forecast after TPR’s beat), HAS (recent MAT deal spec), HAIN (recent takeout spec), HUM (Amazon venture concerns), GGP (Brookfield deal concerns), and coal major BTUEarnings after the bell:... "
895," Feb 7, 2018 ", Can Americans Eat More Chicken? Industry Bets Windfall on Growth ," week when it opens in 2020. The company supplies retailers including Whole Foods Market Inc. and Amazon.com Inc.“I’ve got to expand,” owner Scott Sechler said. “We rarely change prices, and when we... "
896," Feb 1, 2018 "," Bloomberg Baystate Business: Alphabet, Amazon, Apple "," analyzed earnings from companies like Alphabet, Apple and Amazon.  Bloomberg News executive editor for global tech Tom Giles talked about Amazon and Alphabet earnings.  Bloomberg News cross equities... "
897," Feb 1, 2018 ", Amazon's Bezos to `Double Down' on Alexa After Strong Year ," Crawford Del Prete, chief research officer at IDC Research, and Bloomberg's Cory Johnson discuss Amazon earnings and the e-commerce giant's voice technology Alexa. They speak on ""Bloomberg Technology... "
898," Feb 2, 2018 "," Apple iPhone Prices, Amazon Sales Show Big Tech Rally Has Legs ", the power-consuming servers churning out computing power not only for Amazon but a growing number of business customers.Amazon gained as much as 6.8 percent in extended trading after closing at $1... 
899," Feb 6, 2018 "," ETFs Are Holding Up, Despite Volatility-Linked Trading Madness "," $61 billion Tuesday, according to Bloomberg data. That’s more than any other single stock, with Amazon.com Inc. the most traded among U.S. listed shares at $10 billion.“Over the past few days ETFs... "
900," Jan 31, 2018 ", Amazon's Big Year ,                                                                                        Could Amazon be reaching a saturation point? @emilychangtv reports... 
901," Feb 2, 2018 ", Fed's Kashkari Says Landing Amazon HQ2 Could Be a Money Loser , Federal Reserve Bank of Minneapolis President Neel Kashkari said cities competing to land Amazon.com Inc.’s second headquarters may end up paying out more in subsidies than they receive back in... 
902," Feb 1, 2018 ", Amazon Sales Surge During Best Holiday Jump Since 2009 ," percent to $58.3 billion -- about the same pace as revenue growth.Amazon dominates e-commerce in the U.S. with its $99-a-year Amazon Prime subscription, which includes delivery discounts, music and... "
903," Feb 5, 2018 ", Your Evening Briefing ," give Democrats a boost as they seek to take control of the U.S. House in November.It’s not just Amazon’s fault that your mall is closing. The economy is growing, unemployment is low, wages are rebounding... "
904," Feb 1, 2018 ", Economists Aren't Impressed With New Amazon HQ Perks ,"              Some of the U.S.'s top economists aren't pleased with the perks that come with Amazon's second HQ, @JeannaSmialek reports #tictocnews... "
905," Feb 6, 2018 ", M&A and Stock Market Turmoil: What You Need to Know ," do so. On top of that, as Max Nisen wrote last week, the long-feared health-care threat from Amazon.com Inc. has arrived as the technology giant teams up with Warren Buffett and JPMorgan Chase... "
906," Feb 6, 2018 ", Your Evening Briefing , came so fast that it seemed like nothing breathing could’ve been responsible.Not everyone wants Amazon in their backyard. Naysayers from the 20 regions vying for its new headquarters don't want to... 
907," Feb 6, 2018 ", Kafka Devises Renewed Tax Terror for India's Startup Angels ," to be asked to hand over a third to the taxman. Is this how India is going to produce its own Amazon.com Inc.?If authorities are worried about money-laundering, it would be a lot more prudent to... "
908," Feb 6, 2018 ", Strange Bedfellows? Group Unites Old Foes in Hunt for Health Fix ," proposed acquisition of insurer Aetna Inc. by pharmacy chain CVS Health Corp. Corporate giants Amazon.com Inc., JPMorgan Chase & Co. and Berkshire Hathaway Inc. are joining up to try to push down... "
909," Feb 5, 2018 ", Market Rout Wipes $114 Billion From Fortunes of World's Richest ," Facebook Inc. CEO Mark Zuckerberg’s fortune tumbled by $3.6 billion, the second-biggest decline.Even Amazon.com Inc. Chief Executive Officer Jeff Bezos, the world’s richest person, wasn’t immune to the... "
910," Feb 1, 2018 ", Amazon Options Follow Bullish Trend Ahead of 4Q Earnings ,"                             Gregory Calderone, a Bloomberg derivatives strategist, discusses Amazon options trading ahead of its fourth-quarter earnings report. He speaks with Julie Hyman on ""Bloomberg... "
911," Feb 5, 2018 ", Why Your Office Is Beginning to Look Like a Forest ," The modern office is starting to look more like a Rainforest Cafe than a place of business. Amazon.com Inc.’s new Seattle headquarters has 40,000 plants. Down the coast, every other floor in Samsung’s... "
912," Feb 1, 2018 ", Whole Foods’ 365 Offshoot Moving Ahead Under Amazon Ownership ," he said.Amazon recently debuted a cashierless convenience store prototype, known as Amazon Go, but that technology hasn’t yet made it to 365 or Whole Foods.Prior to the deal with Amazon, when the... "
913," Feb 1, 2018 ", Amazon Sees Best Holiday Quarter Growth Since 2009 ," Intelligence's Paul Sweeney and Estimize Founder and Chief Executive Officer Leigh Drogen break down Amazon.com Inc.'s fourth quarter performance.  They speak with Bloomberg's Julia Chatterley, Scarlet... "
914," Feb 1, 2018 ", Bearish Amazon Options Sell at Discount Prices Before Earnings , Amazon.com Inc. options trading ahead of its fourth-quarter earnings report due after the bell Thursday implies an expectation for a smaller-than-average share move of 7.8 percent. And the cost... 
915," Jan 31, 2018 ", How Amazon's Recent Announcements Could Impact Its Bottom Line , Amazon.com Inc. is getting ready to report its fourth-quarter earnings on Thursday. So just how could... 
916," Feb 2, 2018 "," If You're to Beat Amazon in Spain, Maybe Start Speaking Spanish "," How can regional startups compete with Amazon.com Inc. and Microsoft Corp. in the cloud-storage space? Look for small clients, speak Spanish, and snap up your peers, according to one CEO.Diego... "
917," Jan 31, 2018 ", Kroger Strikes Back at Amazon Go With Expansion of Shopper Tech ," announcement follows Amazon’s debut of its cashier-less convenience store prototype, known as Amazon Go. Target Corp., meanwhile, has installed self-checkout kiosks in stores.Amazon’s purchase of Whole... "
918," Feb 1, 2018 "," Call an Amazon Truce, Top Economists Tell Cities Vying for HQ2 "," Some of America’s top economists are none too pleased with the tax benefits and other perks Amazon.com Inc. stands to reap as cities bid for its second headquarters, dubbed HQ2.That’s clear from... "
919," Feb 1, 2018 ", Nasdaq 100 Stocks Snap Back as Apple and Amazon Quiet Anxieties , percent as of 6:43 p.m. in New York after Apple Inc. indicated demand for its iPhone X is brisk and Amazon.com Inc. reported its strongest holiday sales growth in eight years. The security trading under... 
920," Feb 6, 2018 ", Brazil's Energy Future Is No Longer Dammed ," environmental and social impact,” Adalberto Verissimo, senior researcher and co-founder at the Amazon Institute for People and Environment, told me. “That model has failed.”Hastening the conversion... "
921," Feb 1, 2018 ", Jamie Dimon's Longevity and Amazon Health , Persists (ETF.com)Low-Cost Care Threatens High-Quality Health Stocks (Bloomberg Gadfly); see also Amazon Health (Stratechery)Fed’s Balance Sheet Promises (Macro Tourist)Eulogy for the Headphone Jack... 
922," Jan 31, 2018 "," 'No Leader' in Amazon Health Venture, Chervitz Says "," Gadfly’s Shira Ovide and Darren Chervitz, portfolio manager at Jacob Asset Management, discuss Amazon’s new health-care venture and the outlook for its cloud business. They speak with Bloomberg’s... "
923," Feb 5, 2018 ", A Driverless Future Threatens the Laws of Real Estate ," country, may take a hit since there will no longer be limits on drivers’ shifts. Companies such as Amazon.com have to set up in the area, which is uniquely within a single shift drive from most everywhere... "
924," Feb 1, 2018 "," Amazon Earnings Will Focus On Revenue Growth, Spending: Ovide "," Ovide, Bloomberg Gadfly columnist covering technology, in big tech earnings including Apple and Amazon. Running time 05:43... "
925," Feb 5, 2018 ", Don’t Use This AI Tailor … Yet ," outfits Hollywood uses to generate computer effects. Body Labs, a startup purchased last year by Amazon.com Inc., has developed a 3D scanner that lets people create a digital avatar of themselves that... "
926," Feb 5, 2018 ", Tesco's Chas and Dave Show Points to CEO Succession ,"  And all this will come against the backdrop of preparing Tesco to compete with the likes of Amazon.com Inc. and JD.com Inc., which he sees as the long-term competition.But with Booker key to the... "
927," Feb 5, 2018 ", It's Too Soon to Unleash Comcast ," growing list of online streaming services and virtual pay-TV providers, including Netflix, Hulu, Amazon Prime Video, kweliTV and Sling TV. But in this landscape, Comcast can give its own video service... "
928," Feb 5, 2018 ", PayPal Could Use a Friend Right Now , previously anticipated. The results have implications for the entire smartphone industry.Have an Amazon Echo? Here’s why Alexa didn’t light up during the Super Bowl yesterday.Want volatility? Just... 
929," Jan 30, 2018 ", How Amazon's New Partnership Disrupts the Health-Care Industry ," Chicago's Harris School of Public Policy, and Max Nisen, a Bloomberg Gadfly columnist, discuss Amazon.com Inc.'s new health-care partnership with JPMorgan Chase & Co. and Berkshire Hathaway Inc. ... "
930," Feb 5, 2018 ", PayPal Could Use a Friend Right Now , previously anticipated. The results have implications for the entire smartphone industry.Have an Amazon Echo? Here’s why Alexa didn’t light up during the Super Bowl yesterday.Want volatility? Just... 
931," Feb 5, 2018 "," Glaxo, Reckitt Are Said to Be Only Suitors for Pfizer's Division "," about the division’s stagnant sales as well as the challenge from online competitors such as Amazon.com Inc., the people said.Representatives for Glaxo, Reckitt, Sanofi and Nestle declined to comment... "
932," Feb 2, 2018 "," Apple Too Dependent on iPhone Cycle, Needs AI, Software: Gillis "," Colin Gillis, Director of Research at CR Partners, on tech earnings: Apple, Amazon and Google. Clint Watts, Senior Fellow at the Foreign Policy Research Institute, on the Nunes memo, and what the... "
933," Jan 31, 2018 ", Amazon-Led Health Plan Could Be Negotiating Tactic: Palmer ," Health Care Analyst for Bloomberg Intelligence, on how the new health-care company being formed by Amazon, Berkshire Hathaway and JPMorgan is impacting the health care landscape. Running time 08:00... "
934," Feb 1, 2018 ", Some Jobs Are Best Left to the Nonprofits ," Amazon.com Inc., Berkshire Hathaway Inc. and JPMorgan Chase & Co. are publicly traded, profit-oriented corporations.  So it is interesting that when they announced their new joint health-care venture... "
935," Jan 31, 2018 ", Amazon Health-Care Move May Be Next ‘Home Run’ Like Cloud Services ," access wasn’t limited to consumers. Amazon opened its warehouses to brands and merchants in 2006 with its Fulfillment By Amazon program. Merchants pay Amazon to store, pack and ship their products... "
936," Feb 5, 2018 ", Wells Fargo Must Be Better Before It Gets Bigger ," theft-of-trade-secrets trial kicks off today. The banking life.Last week JPMorgan Chase & Co., Amazon.com Inc. and Berkshire Hathaway announced that they were teaming up to disrupt the U.S. health-care... "
937," Feb 5, 2018 "," As Short Sellers Ambush British Icon M&S, the Value Case Hardens "," struggling against the growth of discount grocers, and department and toy stores are taking hits from Amazon.com Inc. as more shoppers switch to online shopping. Compounding their predicament in 2017 was... "
938," Jan 30, 2018 ", Why Amazon Is Moving Into the Health-Care Market ,"                                       Steven Halper, Cantor Fitzgerald LP analyst, discusses Amazon.com Inc.'s new health-care partnership with Berkshire Hathaway Inc. and JPMorgan Chase & Co. ... "
939," Jan 30, 2018 "," Amazon Could Be Targeting Managed Care, Says BMO's Borsch ","                              Matthew Borsch, BMO Capital Markets research analyst, examines Amazon's new health-care partnership with Berkshire Hathaway and JPMorgan Chase. He speaks with Bloomberg's... "
940," Feb 2, 2018 "," Apple Too Dependent on iPhone Cycle, Needs AI, Software: Gillis "," Abramowicz. GUEST: Colin Gillis, Director of Research at CR Partners, on tech earnings: Apple, Amazon and Google. Running time 08:07... "
941," Jan 30, 2018 "," Google to Create a Cloud App Marketplace, Chasing Amazon "," software to companies and other organizations, its latest effort to catch cloud leaders like Amazon Web Services.Google Cloud and MobileIron Inc., which offers a cybersecurity tool for cellphones... "
942," Feb 1, 2018 ", Bezos Fortune Jumps $6.5 Billion After Hours in Tech's Wild Ride , Jeff Bezos’s fortune struck an all-time in after-hours trading after Amazon.com Inc. reported the strongest holiday quarter sales growth in eight years.The net worth of the world’s richest man... 
943," Jan 31, 2018 ", How Amazon & Co. Could Fix Health Care ," Amazon, Berkshire Hathaway and JPMorgan haven't said much about what their new joint venture will do to ""provide U.S. employees and their families with simplified, high quality and transparent... "
944," Jan 30, 2018 "," Not Surprised by Amazon Health-Care Venture, Chukumba Says "," Source: Bloomberg, 02:28Anthony Chukumba, Loop Capital Markets senior research analyst,  discusses Amazon, Berkshire, and JPMorgan setting up a health-care company for its employees. He speaks with Bloomberg’s... "
945," Jan 31, 2018 ", EBay Gives Optimistic Sales Forecast Buoyed by Jump in Buyers ," EBay Inc. is finding its stride in the age of Amazon.The online marketplace gave an optimistic revenue forecast for revenue for the current quarter, boosting investor confidence in the company’s... "
946," Feb 4, 2018 ", Is Walmart Coming to Israel? Netanyahu Says the Door Is Open ," neighbors. But as Israel’s fast-growing population grows richer and consumes more, retailers such as Amazon Inc. are willing to build a presence there.The prime minister also met in Davos with CEOs of... "
947," Feb 4, 2018 ", Aussie Central Bank Stranded as Reflation Skips Ex-Star Economy , macroprudential policies deter investors. With a lack of pricing power in the economy -- and Amazon.com Inc. predicted to spur further retail deflation -- there’s little pressure on policy makers... 
948," Feb 1, 2018 ", HBO's Channel for Cord-Cutters Surpasses 5 Million Subscribers ," the U.S., more than doubling its customers in the past year by making its shows available on Amazon and new streaming TV services like DirecTV Now, according to a person familiar with the matter... "
949," Jan 30, 2018 ", Long-Dreaded Amazon Threat to Drug Middlemen Draws Closer , prescription-drug middlemen had long feared finally arrived.The industry awoke to the news Tuesday that Amazon.com Inc. was joining with Berkshire Hathaway Inc. and JPMorgan Chase & Co. to form a new health-care... 
950," Jan 30, 2018 "," Amazon, JPM, Berkshire Flip Healthcare Industry on its Head "," Source: Bloomberg, 02:33Amazon.com Inc. is teaming up with Berkshire Hathaway Inc., and JPMorgan Chase to offer health-care services to their combined employee base. Bloomberg Intelligence’s Jonathan... "
951," Jan 30, 2018 ", Can Amazon Transform Health Care? It's Not a Crazy Idea ," with a lot of market power, have just announced that darn it, they’re gonna.A partnership of Amazon.com Inc., Berkshire Hathaway Inc. and JPMorgan Chase & Co. is forming an independent company... "
952," Feb 4, 2018 ", H&M’s Billionaire Owners May Be Tightening Their Grip ," to go"" to address the issues it’s struggling with, including challenges from “juggernauts like Amazon and Alibaba."" For the Persson family, that’s not a problem because they have a very long investment... "
